"","lon","lat","address","zip","city","state","metro","county_name","x2020_01"
"1072",-82.5767324,27.4310019,"1506 bayshore gardens pkwy, bradenton, fl 34207, usa","34207","Bradenton","FL","North Port-Sarasota-Bradenton","Manatee County",147816
"1073",-81.7389387,26.3295554,"12950 trade way four #106bonita, bonita springs, fl 34135, usa","34135","Bonita Springs","FL","Cape Coral-Fort Myers","Lee County",293156
"1074",-95.81678,36.0324287,"2210 west washington st s, broken arrow, ok 74012, usa","74012","Broken Arrow","OK","Tulsa","Tulsa County",167845
"1075",-82.4387451,27.3912805,"9135 town center pkwy, bradenton, fl 34202, usa","34202","Bradenton","FL","North Port-Sarasota-Bradenton","Manatee County",415107
"1076",-74.3275181,40.7176757,"649 morris turnpike, springfield township, nj 07081, usa","07081",NA,NA,NA,NA,NA
"1077",-82.5293784,27.3156943,"1935 s tamiami trail, sarasota, fl 34239, usa","34239","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",295283
"1078",-82.5226911,27.2991962,"2351 bee ridge rd, sarasota, fl 34239, usa","34239","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",295283
"1079",-82.4978424,27.3085484,"3591 webber st, sarasota, fl 34239, usa","34239","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",295283
"1080",-122.5434407,47.6458327,"seattle, wa 98110, usa","98110","Bainbridge Island","WA","Bremerton-Silverdale","Kitsap County",856973
"1081",-121.4592763,38.4938011,"4040 florin rd, sacramento, ca 95823, usa","95823","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",299267
"1082",-122.1831997,47.7082014,"12221 120th ave ne, kirkland, wa 98034, usa","98034","Kirkland","WA","Seattle-Tacoma-Bellevue","King County",680955
"1083",-122.1648847,47.7551282,"17524 131st ave ne, woodinville, wa 98072, usa","98072","Woodinville","WA","Seattle-Tacoma-Bellevue","King County",792177
"1084",-122.0367118,47.6160874,"22703 ne inglewood hill rd, sammamish, wa 98074, usa","98074","Sammamish","WA","Seattle-Tacoma-Bellevue","King County",941101
"1085",-122.1520306,47.7568408,"17800 140th ave ne, woodinville, wa 98072, usa","98072","Woodinville","WA","Seattle-Tacoma-Bellevue","King County",792177
"1086",-91.4694338,39.3177297,"1295 us-54, vandalia, mo 63382, usa","63382","Vandalia","MO","Mexico","Audrain County",64274
"1087",-70.770649,43.0548901,"720 lafayette rd, portsmouth, nh 03801, usa","03801",NA,NA,NA,NA,NA
"1088",-80.272789,40.6990154,"750 ohio river blvd, rochester, pa 15074, usa","15074","Rochester Township","PA","Pittsburgh","Beaver County",96463
"1089",-85.8143028,41.7199878,"300 e elkhart st, bristol, in 46507, usa","46507","Bristol","IN","Elkhart-Goshen","Elkhart County",204569
"1090",-84.417164,42.720652,"1860 w grand river ave, okemos, mi 48864, usa","48864","Okemos","MI","Lansing-East Lansing","Ingham County",278680
"1091",-84.0121981,33.6500642,"1543 hwy 138 se ste h, conyers, ga 30094, usa","30094","Conyers","GA","Atlanta-Sandy Springs-Roswell","Rockdale County",199629
"1092",-85.5421895,30.7635375,"1301 main st, chipley, fl 32428, usa","32428","Chipley","FL","","Washington County",120816
"1093",-76.3622856,40.0429793,"121 rohrerstown rd, lancaster, pa 17603, usa","17603","Lancaster Township","PA","Lancaster","Lancaster County",185833
"1094",-85.9159551,41.7049055,"3900 e bristol st, elkhart, in 46514, usa","46514","Elkhart","IN","Elkhart-Goshen","Elkhart County",154250
"1095",-97.380198,41.439739,"4330 23rd st, columbus, ne 68601, usa","68601","Columbus","NE","Columbus","Platte County",177994
"1096",-122.4838289,37.7634745,"2400 irving st, san francisco, ca 94122, usa","94122","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",1463332
"1097",-79.9663255,37.2222276,"4335 pheasant ridge rd, roanoke, va 24014, usa","24014","Roanoke","VA","Roanoke","Roanoke City",172238
"1098",-111.8299551,33.4520798,"106 e mckellips rd, mesa, az 85201, usa","85201","Mesa","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",222881
"1099",-97.3902189,35.4503595,"7515 se 15th st, midwest city, ok 73110, usa","73110","Midwest City","OK","Oklahoma City","Oklahoma County",88488
"1100",-91.0802774,41.4346128,"2001 cedar plaza dr, muscatine, ia 52761, usa","52761","Muscatine","IA","Muscatine","Muscatine County",130567
"1101",-86.2577599,41.4878594,"69497 kenilworth rd, lakeville, in 46536, usa","46536","Lakeville","IN","South Bend-Mishawaka","Saint Joseph County",158288
"1102",-113.9567586,51.0639917,"1440 52 st ne, calgary, ab t2a 4t8, canada","canada",NA,NA,NA,NA,NA
"1103",-117.7461794,34.1066745,"210 e foothill blvd, pomona, ca 91767, usa","91767","Pomona","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",454644
"1104",-82.4387451,27.3912805,"9135 town center pkwy, bradenton, fl 34202, usa","34202","Bradenton","FL","North Port-Sarasota-Bradenton","Manatee County",415107
"1105",-72.5137041,41.8110661,"232 tolland turnpike, manchester, ct 06042, usa","06042",NA,NA,NA,NA,NA
"1106",-86.3079085,41.4582368,"201 s michigan st, la paz, in 46537, usa","46537","Plymouth","IN","Plymouth","Marshall County",88862
"1107",-77.4500337,43.2081813,"50 webster commons blvd, webster, ny 14580, usa","14580","Town of Webster","NY","Rochester","Monroe County",220241
"1108",-87.8442519,42.7055824,"5420 21st st, racine, wi 53406, usa","53406","Mount Pleasant","WI","Racine","Racine County",229869
"1109",-87.3635474,41.4878804,"7201 taft st, merrillville, in 46410, usa","46410","Merrillville","IN","Chicago-Naperville-Elgin","Lake County",162237
"1110",-86.8907056,41.6723649,"5200 franklin st, michigan city, in 46360, usa","46360","Michigan City","IN","Michigan City-La Porte","La Porte County",134891
"1111",-95.8330027,36.2798985,"12601 east 86th st n, owasso, ok 74055, usa","74055","Owasso","OK","Tulsa","Tulsa County",199028
"1112",-85.7047106,41.6676162,"510 s main st, middlebury, in 46540, usa","46540","Middlebury","IN","Elkhart-Goshen","Elkhart County",237533
"1113",-86.1094426,41.6709713,"306 n bittersweet rd, mishawaka, in 46544, usa","46544","Mishawaka","IN","South Bend-Mishawaka","Saint Joseph County",120639
"1114",-80.0618908,26.8955742,"4050 u.s. hwy 1 #305jupiter, jupiter, fl 33477, usa","33477","Jupiter","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",437611
"1115",-86.1901146,41.719128,"6501 grape rd, mishawaka, in 46545, usa","46545","Mishawaka","IN","South Bend-Mishawaka","Saint Joseph County",128992
"1116",-119.727017,39.5894974,"5342 sparks blvd, sparks, nv 89436, usa","89436","Sparks","NV","Reno","Washoe County",394507
"1117",-85.7580822,41.0002149,"1002 in-114, north manchester, in 46962, usa","46962","North Manchester","IN","Wabash","Wabash County",124658
"1118",-85.7830826,41.0009873,"902 thorn st, north manchester, in 46962, usa","46962","North Manchester","IN","Wabash","Wabash County",124658
"1119",-72.684684,41.5532075,"955 washington st, middletown, ct 06457, usa","06457",NA,NA,NA,NA,NA
"1120",-86.0529604,40.770099,"peru, in 46970, usa","46970","Peru","IN","Peru","Miami County",78817
"1121",-90.118887,38.736659,"nameoki rd, granite city, il 62040, usa","62040","Granite City","IL","St. Louis","Madison County",77248
"1122",-86.2302803,41.6297947,"1245 e ireland rd, south bend, in 46614, usa","46614","South Bend","IN","South Bend-Mishawaka","Saint Joseph County",140799
"1123",-97.2937825,32.68832,"4005 campus dr, fort worth, tx 76119, usa","76119","Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",134493
"1124",-83.8899955,33.8335888,"4665 atlanta hwy #200loganville, loganville, ga 30052, usa","30052","Loganville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",234942
"1125",-89.473156,43.5683756,"2902 american legion dr, portage, wi 53901, usa","53901","Portage","WI","Madison","Columbia County",162657
"1126",-86.2368081,41.6288725,"926 e ireland rd, south bend, in 46614, usa","46614","South Bend","IN","South Bend-Mishawaka","Saint Joseph County",140799
"1127",-81.9582058,33.4985066,"1177 knox ave, north augusta, sc 29841, usa","29841","North Augusta","SC","Augusta-Richmond County","Aiken County",139939
"1128",-122.9408011,47.0446913,"400 cooper point rd sw, olympia, wa 98502, usa","98502","Olympia","WA","Olympia-Tumwater","Thurston County",385967
"1129",-91.3897724,40.4014295,"1226 main st, keokuk, ia 52632, usa","52632","Keokuk","IA","Fort Madison-Keokuk","Lee County",69062
"1130",-122.9162002,45.4978235,"2920 se century blvd, hillsboro, or 97123, usa","97123","Hillsboro","OR","Portland-Vancouver-Hillsboro","Washington County",389242
"1131",-85.7517638,41.4341482,"1101 n indiana ave, syracuse, in 46567, usa","46567","Syracuse","IN","Warsaw","Kosciusko County",236504
"1132",-85.7455939,41.4155695,"203 e pickwick dr, syracuse, in 46567, usa","46567","Syracuse","IN","Warsaw","Kosciusko County",236504
"1133",-105.0596686,39.77782,"5825 w 44th ave, denver, co 80212, usa","80212","Denver","CO","Denver-Aurora-Lakewood","Denver County",569280
"1134",-83.2042038,35.3622057,"182 walmart plaza, sylva, nc 28779, usa","28779","Sylva","NC","Cullowhee","Jackson County",191852
"1135",-88.6243613,42.6245569,"1402 geneva st, delavan, wi 53115, usa","53115","Delavan","WI","Whitewater-Elkhorn","Walworth County",196617
"1136",-87.8463039,30.67528,"10718 eastern shore blvd, spanish fort, al 36527, usa","36527","Spanish Fort","AL","Daphne-Fairhope-Foley","Baldwin County",264718
"1137",-104.7635796,39.5162081,"11000 s parker rd, parker, co 80134, usa","80134","Parker","CO","Denver-Aurora-Lakewood","Douglas County",504726
"1138",-87.03433,41.4591111,"2168 us-30, valparaiso, in 46383, usa","46383","Valparaiso","IN","Chicago-Naperville-Elgin","Porter County",231661
"1139",-85.833666,40.8158765,"1309 cass st, wabash, in 46992, usa","46992","Wabash","IN","Wabash","Wabash County",107647
"1140",-122.4620889,47.1837923,"8025 s hosmer st, tacoma, wa 98408, usa","98408","Tacoma","WA","Seattle-Tacoma-Bellevue","Pierce County",299612
"1141",-85.8237452,40.7799835,"173 hale dr, wabash, in 46992, usa","46992","Wabash","IN","Wabash","Wabash County",107647
"1142",-86.0023901,41.529284,"66465 state rte 19, wakarusa, in 46573, usa","46573","Wakarusa","IN","Elkhart-Goshen","Elkhart County",196127
"1143",-119.0579936,35.3100159,"4901 stine rd, bakersfield, ca 93313, usa","93313","Bakersfield","CA","Bakersfield","Kern County",260502
"1144",-85.85,41.24,"warsaw, in 46581, usa","46581",NA,NA,NA,NA,NA
"1145",-84.2690155,34.1111598,"ga-9, alpharetta, ga 30004, usa","30004","Milton","GA","Atlanta-Sandy Springs-Roswell","Fulton County",446004
"1146",-72.5560208,42.0572516,"666 bliss rd, longmeadow, ma 01106, usa","01106",NA,NA,NA,NA,NA
"1147",-83.6804873,41.7105917,"5801 monroe st, sylvania, oh 43560, usa","43560","Sylvania","OH","Toledo","Lucas County",211936
"1148",-80.213171,27.158609,"3800 se dixie hwy, stuart, fl 34997, usa","34997","Stuart","FL","Port St. Lucie","Martin County",274723
"1149",-81.2435366,42.9794342,"255 horton st e, london, on n6b 1l1, canada","canada",NA,NA,NA,NA,NA
"1150",-94.3525389,32.5601883,"1601 sedberry st, marshall, tx 75670, usa","75670","Marshall","TX","Marshall","Harrison County",73652
"1151",-117.6838863,34.1065582,"1760 w foothill blvd, upland, ca 91786, usa","91786","Upland","CA","Riverside-San Bernardino-Ontario","San Bernardino County",490307
"1152",-122.2430421,47.8493176,"710 164th st sw, lynnwood, wa 98037, usa","98037","Lynnwood","WA","Seattle-Tacoma-Bellevue","Snohomish County",537819
"1153",-86.3352401,30.3773465,"9561 us-98, miramar beach, fl 32550, usa","32550","Miramar Beach","FL","Crestview-Fort Walton Beach-Destin","Walton County",443387
"1154",-84.1137018,33.5951292,"3871 ga-138, stockbridge, ga 30281, usa","30281","Stockbridge","GA","Atlanta-Sandy Springs-Roswell","Henry County",181654
"1155",-86.9104171,35.7962869,"1515b thompson's station rd w, thompson's station, tn 37179, usa","37179","Thompsons Station","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County",389053
"1156",-80.3976575,27.5254049,"5009 turnpike feeder rd, fort pierce, fl 34951, usa","34951","Fort Pierce","FL","Port St. Lucie","Saint Lucie County",179418
"1157",-83.6064881,41.6931039,"2600 w sylvania ave # 107, toledo, oh 43613, usa","43613","Toledo","OH","Toledo","Lucas County",97867
"1158",-83.942587,39.6862776,"163 n allison ave, xenia, oh 45385, usa","45385","Xenia","OH","Dayton","Greene County",135990
"1159",-81.24781,42.9306092,"3410 white oak rd, london, on n6e 1l8, canada","canada",NA,NA,NA,NA,NA
"1160",-84.3317311,33.8273675,"2490 briarcliff rd ne, atlanta, ga 30329, usa","30329","North Druid Hills","GA","Atlanta-Sandy Springs-Roswell","Dekalb County",412239
"1161",-80.2130609,27.28766,"9751 s ocean dr, jensen beach, fl 34957, usa","34957","Jensen Beach","FL","Port St. Lucie","Martin County",283891
"1162",-80.167547,26.6186149,"7577 lake worth rd, lake worth, fl 33467, usa","33467","Greenacres","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",320521
"1163",-82.8580888,41.5207757,"205 se catawba rd store 205, port clinton, oh 43452, usa","43452","Port Clinton","OH","Port Clinton","Ottawa County",177315
"1164",-115.1169315,36.0216502,"9230 s eastern ave, las vegas, nv 89123, usa","89123","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",309998
"1165",-89.6137605,40.809005,"9915 knoxville ave, peoria, il 61615, usa","61615","Peoria","IL","Peoria","Peoria County",157036
"1166",-80.2681105,27.2310815,"1101 nw 21st st, stuart, fl 34994, usa","34994","Stuart","FL","Port St. Lucie","Martin County",167301
"1167",-80.3783264,27.585668,"945 us-1, vero beach, fl 32962, usa","32962","Vero Beach","FL","Sebastian-Vero Beach","Indian River County",162876
"1168",-75.692032,39.7870467,"7270 lancaster pike, hockessin, de 19707, usa","19707","Hockessin","DE","Philadelphia-Camden-Wilmington","New Castle County",423838
"1169",-81.9261492,40.8032394,"1034 nold ave, wooster, oh 44691, usa","44691","Wooster","OH","Wooster","Wayne County",163859
"1170",-89.3019625,43.114662,"4602 sycamore ave, madison, wi 53704, usa","53704","Madison","WI","Madison","Dane County",236788
"1171",-79.9569536,40.4800314,"125 51st st, pittsburgh, pa 15201, usa","15201","Pittsburgh","PA","Pittsburgh","Allegheny County",227428
"1172",-95.6089827,36.3227626,"1204 n lynn riggs blvd, claremore, ok 74017, usa","74017","Claremore","OK","Tulsa","Rogers County",140534
"1173",-80.4192312,37.1648604,"255 peppers ferry rd ne, christiansburg, va 24073, usa","24073","Christiansburg","VA","Blacksburg-Christiansburg-Radford","Montgomery County",194145
"1174",-94.218986,45.5520584,"50 2nd ave s, waite park, mn 56387, usa","56387","Waite Park","MN","St. Cloud","Stearns County",168141
"1175",-84.5023614,42.7601381,"2200 coolidge ct, east lansing, mi 48823, usa","48823","East Lansing","MI","Lansing-East Lansing","Ingham County",217518
"1176",-122.242255,47.2031504,"926 main st #101sumner, sumner, wa 98390, usa","98390","Sumner","WA","Seattle-Tacoma-Bellevue","Pierce County",391771
"1177",-86.1967119,43.2064007,"1934 e sherman blvd, muskegon, mi 49444, usa","49444","Muskegon Heights","MI","Muskegon","Muskegon County",101293
"1178",-91.3457946,37.9695503,"47 mo-8, steelville, mo 65565, usa","65565","Steelville","MO","","Crawford County",119302
"1179",-79.7509843,39.9098255,"1003 mall run rd, uniontown, pa 15401, usa","15401","Uniontown","PA","Pittsburgh","Fayette County",109633
"1180",-82.7428479,28.0941786,"2351 alderman rd, palm harbor, fl 34683, usa","34683","Palm Harbor","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",315985
"1181",-119.5803605,36.911263,"clovis, ca 93619, usa","93619","Clovis","CA","Fresno","Fresno County",432324
"1182",-84.1459057,34.1852922,"715 atlanta hwy, cumming, ga 30040, usa","30040","Cumming","GA","Atlanta-Sandy Springs-Roswell","Forsyth County",330790
"1183",-84.8022962,39.2568583,"1110 harrison ave store 1110, harrison, oh 45030, usa","45030","Harrison","OH","Cincinnati","Hamilton County",187222
"1184",-80.5677623,43.4474326,"925 erb st w, waterloo, on n2j 3z4, canada","canada",NA,NA,NA,NA,NA
"1185",-91.1122482,30.3544459,"10350 burbank dr, baton rouge, la 70810, usa","70810","Baton Rouge","LA","Baton Rouge","East Baton Rouge Parish",246173
"1186",-81.4057898,40.8941567,"1540 n main st, north canton, oh 44720, usa","44720","North Canton","OH","Canton-Massillon","Stark County",183319
"1187",-98.3776885,40.9426629,"2223 n webb rd, grand island, ne 68803, usa","68803","Grand Island","NE","Grand Island","Hall County",190410
"1188",-123.0189257,44.0623447,"514 q st, springfield, or 97477, usa","97477","Springfield","OR","Eugene","Lane County",274267
"1189",-90.5421054,41.467265,"4664 44th st, rock island, il 61201, usa","61201","Rock Island","IL","Davenport-Moline-Rock Island","Rock Island County",92262
"1190",-87.7229077,42.0800682,"923 ridge rd, wilmette, il 60091, usa","60091","Wilmette","IL","Chicago-Naperville-Elgin","Cook County",707682
"1191",-87.869273,42.304881,"88 great lakes dr, north chicago, il 60088, usa","60088","Great Lakes","IL","Chicago-Naperville-Elgin","Cook County",225595
"1192",-84.3695044,33.7982445,"1589 monroe dr ne, atlanta, ga 30324, usa","30324","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",411411
"1193",-82.493492,27.5338783,"7001 us-301, ellenton, fl 34222, usa","34222","Ellenton","FL","North Port-Sarasota-Bradenton","Manatee County",270512
"1194",-93.5480836,47.2360161,"nw 4th st, grand rapids, mn 55744, usa","55744","Grand Rapids","MN","Grand Rapids","Itasca County",189809
"1195",-121.5339859,38.485673,"7485 rush river dr #620sacramento, sacramento, ca 95831, usa","95831","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",475923
"1196",-87.3228881,35.2593292,"1604 n locust ave, lawrenceburg, tn 38464, usa","38464","Lawrenceburg","TN","Lawrenceburg","Lawrence County",111321
"1197",-87.4917329,37.9712619,"500 s green river rd, evansville, in 47715, usa","47715","Evansville","IN","Evansville","Vanderburgh County",156192
"1198",-88.9736222,37.7466389,"2806 outer dr 2 store, marion, il 62959, usa","62959","Marion","IL","Carbondale-Marion","Williamson County",122645
"1199",-96.1367244,41.214569,"14227 hillsdale cir, omaha, ne 68137, usa","68137","Omaha","NE","Omaha-Council Bluffs","Douglas County",188262
"1200",-82.97966,39.3350596,"93 e e 2nd st, chillicothe, oh 45601, usa","45601","Chillicothe","OH","Chillicothe","Ross County",125343
"1201",-111.5976005,33.4153539,"e apache trail, apache junction, az 85120, usa","85120","Apache Junction","AZ","Phoenix-Mesa-Scottsdale","Pinal County",218536
"1202",-122.8456457,45.4652601,"16400 sw hart rd, beaverton, or 97007, usa","97007","Beaverton","OR","Portland-Vancouver-Hillsboro","Washington County",456883
"1203",-119.8630447,39.5397602,"5030 las brisas blvd, reno, nv 89523, usa","89523","Reno","NV","Reno","Washoe County",426629
"1204",-123.4354751,48.1138284,"603 s lincoln st, port angeles, wa 98362, usa","98362","Port Angeles","WA","Port Angeles","Clallam County",277799
"1205",-79.7351678,36.4901834,"303 e arbor ln, eden, nc 27288, usa","27288","Eden","NC","Greensboro-High Point","Rockingham County",74148
"1206",-88.4497004,43.7544242,"904 s main st, fond du lac, wi 54935, usa","54935","Fond du Lac","WI","Fond du Lac","Fond du Lac County",125436
"1207",-90.3459578,43.3141142,"2496 us-14, richland center, wi 53581, usa","53581","Richland Center","WI","","Richland County",137945
"1208",-82.5206071,35.5787703,"86 s tunnel rd, asheville, nc 28805, usa","28805","Asheville","NC","Asheville","Buncombe County",307168
"1209",-89.6665229,35.5425482,"1655 tn-3 ste e, covington, tn 38019, usa","38019","Covington","TN","Memphis","Tipton County",103416
"1210",-85.1720962,35.1759944,"7703 hixson pike, hixson, tn 37343, usa","37343","Chattanooga","TN","Chattanooga","Hamilton County",203325
"1211",-75.5915273,39.6605528,"400 centerpoint blvd, new castle, de 19720, usa","19720","New Castle","DE","Philadelphia-Camden-Wilmington","New Castle County",195140
"1212",-83.6417783,43.0209628,"501 s averill ave, flint, mi 48506, usa","48506","Flint","MI","Flint","Genesee County",37184
"1213",-76.9683566,40.2352377,"4880 carlisle pike, mechanicsburg, pa 17055, usa","17055","Upper Allen Township","PA","Harrisburg-Carlisle","Cumberland County",217945
"1214",-121.510947,38.6588856,"4730 natomas blvd, sacramento, ca 95835, usa","95835","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",424971
"1215",-97.5568422,30.5431313,"560 us-79, hutto, tx 78634, usa","78634","Hutto","TX","Austin-Round Rock","Williamson County",242235
"1216",-87.809525,41.564207,"18001 s 80th ave, tinley park, il 60477, usa","60477","Tinley Park","IL","Chicago-Naperville-Elgin","Cook County",214198
"1217",-99.3335464,34.6394626,"214 n main st, altus, ok 73521, usa","73521","Altus","OK","Altus","Jackson County",64174
"1218",-82.7284287,41.0419011,"117 walton st w, willard, oh 44890, usa","44890","Willard","OH","Norwalk","Huron County",93460
"1219",-95.7598544,29.5419236,"6970 industrial pkwy, rosenberg, tx 77471, usa","77471","Rosenberg","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",189414
"1220",-80.8905684,36.6832543,"1015 e stuart dr, galax, va 24333, usa","24333","Galax","VA","","Grayson County",106586
"1221",-94.4788092,37.0672147,"2102 s rangeline rd, joplin, mo 64804, usa","64804","Joplin","MO","Joplin","Jasper County",143325
"1222",-122.5827617,48.463131,"7645 wa-20, anacortes, wa 98221, usa","98221","Anacortes","WA","Mount Vernon-Anacortes","Skagit County",503373
"1223",-84.3015404,30.4639073,"1108 w tharpe st, tallahassee, fl 32303, usa","32303","Tallahassee","FL","Tallahassee","Leon County",154149
"1224",-72.7197375,42.1116025,"621 e main st, westfield, ma 01085, usa","01085",NA,NA,NA,NA,NA
"1225",-84.9750552,34.7882118,"1822 chattanooga ave, dalton, ga 30720, usa","30720","Dalton","GA","Dalton","Whitfield County",162449
"1226",-80.131082,42.0893705,"2601 w 26th st suite c, erie, pa 16508, usa","16508","Erie","PA","Erie","Erie County",91694
"1227",-80.251386,40.169375,"89 jefferson ave, washington, pa 15301, usa","15301","Washington","PA","Pittsburgh","Washington County",173270
"1228",-117.436514,34.0683507,"16835 valley blvd, fontana, ca 92335, usa","92335","Fontana","CA","Riverside-San Bernardino-Ontario","San Bernardino County",367521
"1229",-84.1215788,33.943037,"1502 pleasant hill rd, duluth, ga 30096, usa","30096","Duluth","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",251652
"1230",-86.7922933,36.1693264,"goodwill lifsey building, 937 herman st, nashville, tn 37208, usa","37208","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",294346
"1231",-122.7949051,45.4860184,"4700 sw griffith dr, beaverton, or 97005, usa","97005","Beaverton","OR","Portland-Vancouver-Hillsboro","Washington County",381639
"1232",-84.5101112,38.9443636,"6435 taylor mill rd store 6435, independence, ky 41051, usa","41051","Independence","KY","Cincinnati","Kenton County",202469
"1233",-92.5388481,39.4346229,"800 s main st, huntsville, mo 65259, usa","65259","Huntsville","MO","Moberly","Randolph County",108557
"1234",-98.416966,40.5858152,"2416 w 2nd st, hastings, ne 68901, usa","68901","Hastings","NE","Hastings","Adams County",128546
"1235",-87.402267,37.974898,"8399 bell oaks dr, newburgh, in 47630, usa","47630","Newburgh","IN","Evansville","Warrick County",206226
"1236",-84.1692291,34.122357,"1595 peachtree pkwy, cumming, ga 30041, usa","30041","Cumming","GA","Atlanta-Sandy Springs-Roswell","Forsyth County",377002
"1237",-114.5987777,35.022026,"1478 cam colorado, fort mohave, az 86426, usa","86426","Mohave Valley","AZ","Lake Havasu City-Kingman","Mohave County",213015
"1238",-84.3032895,34.0612524,"11570 maxwell rd, roswell, ga 30076, usa","30076","Roswell","GA","Atlanta-Sandy Springs-Roswell","Fulton County",373172
"1239",-77.5014658,37.3614081,"6670 landfill dr, chester, va 23831, usa","23831","Chester","VA","Richmond","Chesterfield County",246178
"1240",-91.6885978,41.2988619,"312 e washington st, washington, ia 52353, usa","52353","Washington","IA","Iowa City","Washington County",125781
"1241",-82.4977367,29.6534036,"14451 w newberry rd suite c, newberry, fl 32669, usa","32669","Newberry","FL","Gainesville","Alachua County",229808
"1242",-117.1857366,34.0625538,"223 w colton ave, redlands, ca 92374, usa","92374","Redlands","CA","Riverside-San Bernardino-Ontario","San Bernardino County",386507
"1243",-80.603184,35.038043,"4109 w hwy 74, monroe, nc 28110, usa","28110","Monroe","NC","Charlotte-Concord-Gastonia","Union County",227387
"1244",-94.1503476,36.1050846,"e appleby rd, fayetteville, ar 72703, usa","72703","Fayetteville","AR","Fayetteville-Springdale-Rogers","Washington County",231755
"1245",-117.1860092,46.7250657,"640 s grand ave, pullman, wa 99163, usa","99163","Pullman","WA","Pullman","Whitman County",336842
"1246",-116.9886454,32.8383911,"9575 mission gorge rd, santee, ca 92071, usa","92071","Santee","CA","San Diego-Carlsbad","San Diego County",534086
"1247",-70.3437539,43.6294474,"555 maine mall rd, south portland, me 04106, usa","04106",NA,NA,NA,NA,NA
"1248",-89.3168975,43.1165109,"1302 mendota st, madison, wi 53714, usa","53714","Madison","WI","Madison","Dane County",231577
"1249",-77.290316,38.8442198,"9960 main st, fairfax, va 22031, usa","22031","Fairfax","VA","Washington-Arlington-Alexandria","Fairfax County",594100
"1250",-124.0133259,44.9597642,"1000 sw hwy 101, lincoln city, or 97367, usa","97367","Lincoln City","OR","Newport","Lincoln County",316021
"1251",-83.4147376,41.9264246,"255 n telegraph rd, monroe, mi 48162, usa","48162","Maybee","MI","Monroe","Monroe County",153403
"1252",-86.528823,39.1662515,"422 e kirkwood ave, bloomington, in 47408, usa","47408","Bloomington","IN","Bloomington","Monroe County",242935
"1253",-96.1561111,41.295,"15455 ruggles st, omaha, ne 68116, usa","68116","Omaha","NE","Omaha-Council Bluffs","Douglas County",267587
"1254",-72.6568121,41.6805855,"80 town line rd store 80, rocky hill, ct 06067, usa","06067",NA,NA,NA,NA,NA
"1255",-85.6644665,38.1938382,"4000 mccollum ct, louisville, ky 40218, usa","40218","Louisville","KY","Louisville/Jefferson County","Jefferson County",148461
"1256",-112.0817823,33.6420282,"17037 n 7th ave, phoenix, az 85023, usa","85023","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",270067
"1257",-81.7147979,30.101676,"1605 county rd 220, fleming island, fl 32003, usa","32003","Fleming Island","FL","Jacksonville","Clay County",285355
"1258",-120.6037185,35.1312356,"1570 w branch st, arroyo grande, ca 93420, usa","93420","Arroyo Grande","CA","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County",694138
"1259",-97.5471645,35.3757383,"9022 s pennsylvania ave, oklahoma city, ok 73159, usa","73159","Oklahoma City","OK","Oklahoma City","Oklahoma County",122197
"1260",-122.803985,48.1040454,"602 howard st, port townsend, wa 98368, usa","98368","Port Townsend","WA","","Jefferson County",417975
"1261",-93.6268464,32.5021671,"barksdale afb, la 71110, usa","71110",NA,NA,NA,NA,NA
"1262",-87.9540748,42.9196028,"6941 s riverwood blvd, franklin, wi 53132, usa","53132","Franklin","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",277679
"1263",-93.0807627,31.744694,"311 south dr, natchitoches, la 71457, usa","71457","Natchitoches","LA","Natchitoches","Natchitoches Parish",176068
"1264",-79.3635397,36.9492107,"100 vaden dr, gretna, va 24557, usa","24557","Gretna","VA","Danville","Pittsylvania County",115348
"1265",-80.3809118,36.0252938,"2635 lewisville clemmons rd store 2635, clemmons, nc 27012, usa","27012","Clemmons","NC","Winston-Salem","Forsyth County",239291
"1266",-82.5664714,34.829326,"saco lowell rd, south carolina 29640, usa","29640","Easley","SC","Greenville-Anderson-Mauldin","Pickens County",156971
